"model","parameter","estimate","std_error"
"hierarchical-AGE_GROUP-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_log_TMT_B",-0.377041885043563,0.701153582565697
"hierarchical-AGE_GROUP-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_GDS",0.955641882195739,0.576195470411326
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","Intercept",-0.0889915661633281,0.637121926316358
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_AGE",-0.620215941447812,0.639785685934834
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_GENDER",-0.49957207537859,0.906774992536683
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_DGI",-0.223966290093501,0.71296112791938
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_TUG",0.558654044414138,0.882125342981571
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_FSST",0.850299225353663,0.900273579852605
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_BASE_VELOCITY",-0.536076157260926,0.376513725472379
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_GCS_NEUROTRAX",-0.232981558305442,0.906369334428446
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_log_TMT_B",-0.27566578585276,0.68220388751679
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_GDS",0.895602680682877,0.624453105528329
"hierarchical-GENDER-c-SPEED_DEPRESSION","Intercept",-0.243894311001588,0.54150576540229
"hierarchical-GENDER-c-SPEED_DEPRESSION","z_BASE_VELOCITY",-0.687712870366651,0.738733513158321
"hierarchical-GENDER-c-SPEED_DEPRESSION","z_GDS",0.768572379467142,0.644711134657604
"hierarchical-AGE_GROUP-c-SPEED","Intercept",-0.194878292667464,0.481564101625357
"hierarchical-AGE_GROUP-c-SPEED","z_BASE_VELOCITY",-0.924758929855594,0.380345024390165
"hierarchical-AGE_GROUP-spline-c-COGNITIVE","Intercept",-0.248059373757427,0.468970099149717
"hierarchical-AGE_GROUP-spline-c-COGNITIVE","sz_GCS_NEUROTRAX_1",0.0333810201137343,2.74206464024142
"hierarchical-AGE_GROUP-spline-c-COGNITIVE","sz_log_TMT_B_1",-0.406055274858623,2.34677944638185
