"model","parameter","estimate","std_error"
"hierarchical-AGE_GROUP-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_TUG",0.425522965054348,0.963135583784617
"hierarchical-AGE_GROUP-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_FSST",0.608267809170321,0.83894126776701
"hierarchical-AGE_GROUP-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_BASE_VELOCITY",-0.478238569667098,0.377242739924987
"hierarchical-AGE_GROUP-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_GCS_NEUROTRAX",0.126863774537893,0.790743720465555
"hierarchical-AGE_GROUP-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_log_TMT_B",-0.356868823120535,0.655983273494712
"hierarchical-AGE_GROUP-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_GDS",0.933815291599212,0.567865177954391
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","Intercept",-0.107301322043293,0.626013845693845
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_AGE",-0.61501122314629,0.658004703939002
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_GENDER",-0.516587518064884,0.842696590646032
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_DGI",-0.23111276964595,0.695528380507922
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_TUG",0.532963213098808,0.882158171378051
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_FSST",0.832310414515945,0.93790735432439
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_BASE_VELOCITY",-0.547095756675266,0.383963652484985
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_GCS_NEUROTRAX",-0.250648588204102,0.908092912481143
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_log_TMT_B",-0.232411993499793,0.705664431296514
"hierarchical-GENDER-c-PHYSICAL_SPEED_COGNITIVE_DEPRESSION","z_GDS",0.897631504948258,0.603633043343066
"hierarchical-GENDER-c-SPEED_DEPRESSION","Intercept",-0.256222968038301,0.493546079979651
"hierarchical-GENDER-c-SPEED_DEPRESSION","z_BASE_VELOCITY",-0.719705910149382,0.777155443913831
"hierarchical-GENDER-c-SPEED_DEPRESSION","z_GDS",0.738743241061332,0.68658321086279
"hierarchical-AGE_GROUP-c-SPEED","Intercept",-0.194878292667464,0.481564101625357
"hierarchical-AGE_GROUP-c-SPEED","z_BASE_VELOCITY",-0.924758929855594,0.380345024390165
"hierarchical-AGE_GROUP-spline-c-COGNITIVE","Intercept",-0.228269449619939,0.486011556300554
"hierarchical-AGE_GROUP-spline-c-COGNITIVE","sz_GCS_NEUROTRAX_1",0.0678784603699698,2.91338204689614
"hierarchical-AGE_GROUP-spline-c-COGNITIVE","sz_log_TMT_B_1",-0.416463904805265,2.50212814351857
